Data Storage (GB),Software Licenses,Type of machine,GPU,File import,Export file size (MB),Time period,Cost in pounds
1000,Speaker,8_32,None,Yes,5000,24,62219.3844
100,None,8_32,None,No,1000,3,6358.5418
50,Speaker,16_64,NC12,No,0,12,4464.6816
1000,Immersive Reader,64_256,NV12,No,5000,18,93639.937
250,None,8_32,NV12s v3,Yes,500,12,15190.4008
750,Immersive Reader,16_64,NC12,Yes,0,3,45517.2513
1000,None,8_32,NV12,No,2000,12,58961.0608
250,Text Analytics,32_128,NC12 Promo,Yes,2000,3,17825.4249
100,Speech Services,8_32,NC12,No,5000,12,7221.7008
1000,Speaker,32_128,NV12,No,5000,18,76254.0794
500,Face,16_64,None,No,0,36,28777.4216
50,Speaker,64_256,None,Yes,0,3,8673.9495
100,None,4_16,NV12,Yes,2000,12,7385.1804
50,Text Analytics,32_128,NC12 Promo,No,0,6,9252.7698
250,Speaker,4_16,NC12,No,5000,18,17552.6554
50,None,8_32,None,No,0,18,6563.8808
750,Immersive Reader,16_64,NC12 Promo,No,2000,12,43794.0216
750,Immersive Reader,8_32,NC12,No,2000,18,48010.3608
50,Text Analytics,4_16,NV12,Yes,1000,12,4517.2404
1000,Text Analytics,4_16,None,Yes,0,12,57299.8504
1000,Face,64_256,NC12 Promo,No,5000,12,59024.7221
50,Text Analytics,8_32,NV12s v3,No,2000,18,7336.0308
750,Speaker,64_256,NC12 Promo,Yes,1000,18,78340.807
500,Face,16_64,NC12,No,2000,12,30234.6816
500,Speaker,4_16,NC12 Promo,No,5000,3,29565.2709
50,Text Analytics,64_256,NC12,Yes,5000,18,39025.497
1000,Speaker,64_256,NV12,Yes,5000,18,93647.087
50,Speech Services,64_256,NC12,Yes,5000,6,15834.819
1000,Speech Services,4_16,NV12,Yes,500,3,59137.3909
250,Face,8_32,NC12,Yes,0,3,16277.7518
500,Text Analytics,4_16,NC12 Promo,No,1000,3,29539.0609
50,None,32_128,None,No,0,3,5760.8249
1000,None,16_64,NV12s v3,Yes,2000,3,59244.2113
750,Immersive Reader,8_32,None,No,1000,6,44188.4936
100,Speech Services,8_32,NV12,No,1000,12,7439.3408
1000,Immersive Reader,64_256,NV12,No,500,18,93622.057
100,Speech Services,32_128,NC12 Promo,Yes,2000,12,6920.4187
50,Face,32_128,NV12s v3,No,5000,6,9440.6298
250,None,16_64,NV12,No,500,6,18363.7626
50,Face,8_32,None,No,5000,36,2971.7058
1000,Face,64_256,NC12 Promo,Yes,500,18,92633.347
500,None,64_256,NV12s v3,No,5000,18,64183.997
100,Face,64_256,NV12,No,500,12,8475.5121
100,Speech Services,16_64,None,No,500,24,15594.2504
250,Face,16_64,NV12,No,1000,3,17140.2513
100,Immersive Reader,16_64,NV12,No,5000,3,8570.4913
1000,Speech Services,32_128,NC12 Promo,Yes,0,18,75225.8494
50,Face,4_16,NC12,Yes,1000,3,4538.9109
100,Immersive Reader,32_128,NV12,Yes,500,3,10219.1149
500,Speaker,4_16,NV12s v3,No,500,12,29454.5104
1000,Text Analytics,8_32,None,No,0,24,62175.5844
500,Immersive Reader,8_32,NV12,No,500,6,31450.1436
750,None,16_64,NC12 Promo,Yes,500,3,44766.8713
500,Speaker,32_128,None,No,1000,24,51842.4292
500,Text Analytics,16_64,None,Yes,1000,24,38496.1104
100,Text Analytics,4_16,NC12,No,2000,6,7712.4818
100,None,64_256,None,Yes,0,24,52105.326
750,None,32_128,NC12 Promo,Yes,100,6,49326.2398
250,Speaker,4_16,None,Yes,0,12,14384.3404
1000,Speech Services,64_256,NV12,Yes,5000,6,70442.119
750,Text Analytics,4_16,NV12,No,0,3,44815.8309
100,Immersive Reader,16_64,NC12 Promo,No,1000,3,7574.1413
100,Immersive Reader,16_64,None,No,5000,24,15619.2704
100,None,16_64,NV12,No,0,3,8533.8413
750,Speaker,64_256,None,Yes,5000,12,44133.1121
750,Text Analytics,8_32,NV12,Yes,0,6,45741.3036
750,Face,8_32,NC12,Yes,500,6,45526.2336
750,Speaker,16_64,NV12s v3,Yes,100,6,46163.0126
100,Speech Services,8_32,NC12 Promo,No,1000,18,10036.5608
500,Text Analytics,4_16,None,Yes,1000,12,28697.5804
50,Immersive Reader,64_256,NV12,Yes,5000,3,10273.8495
250,None,4_16,NC12,No,1000,12,15735.6204
50,None,32_128,None,Yes,0,24,26052.6692
1000,Immersive Reader,4_16,NV12,No,100,18,60681.0154
100,Speaker,8_32,NV12s v3,Yes,1000,6,7738.4136
100,None,8_32,NV12,Yes,5000,18,11032.9108
1000,Text Analytics,8_32,NC12 Promo,Yes,5000,12,57982.5908
250,Immersive Reader,16_64,NC12,Yes,2000,18,23082.5878
1000,Speech Services,4_16,None,No,100,3,57553.8809
50,None,32_128,NC12,No,5000,6,10037.1498
100,Immersive Reader,16_64,None,Yes,1000,36,5903.3916
750,Text Analytics,32_128,NC12,No,5000,18,61700.2994
250,Immersive Reader,64_256,NV12s v3,Yes,500,3,20874.9695
500,Face,32_128,NC12,Yes,100,12,30556.1587
500,Face,16_64,NC12 Promo,No,0,6,31680.5026
750,Text Analytics,4_16,None,Yes,100,36,42974.1329
100,Immersive Reader,32_128,NV12,No,500,18,24713.2894
500,Speaker,32_128,NV12s v3,Yes,0,6,35180.4298
750,None,32_128,NC12,No,100,18,61676.4494
250,Speech Services,32_128,None,Yes,500,24,37512.2392
500,Face,64_256,NV12,No,2000,18,65009.837
750,None,8_32,NV12,No,100,6,45746.9636
100,None,32_128,None,Yes,1000,12,6321.3487
1000,Immersive Reader,8_32,NC12 Promo,No,5000,18,61571.3808
50,Immersive Reader,8_32,None,Yes,0,18,6571.0208
500,None,8_32,None,Yes,500,12,28751.7408
100,Text Analytics,32_128,NC12,No,2000,18,24488.5094
750,Immersive Reader,8_32,None,No,1000,36,43031.8758
750,Speech Services,64_256,NV12s v3,Yes,500,3,49487.6995
100,Immersive Reader,32_128,NV12,No,2000,3,10231.0349
750,Immersive Reader,4_16,NV12s v3,Yes,2000,6,44326.0718
50,Speech Services,16_64,NV12s v3,No,1000,3,4860.5113
1000,Immersive Reader,32_128,NV12s v3,No,1000,12,58592.8487
750,Speech Services,64_256,NC12 Promo,Yes,500,3,49332.2095
250,None,32_128,NV12,Yes,0,6,21685.1398
1000,Immersive Reader,8_32,NC12,Yes,1000,18,62314.3308
1000,Face,32_128,NC12,No,2000,12,59193.9087
250,Text Analytics,8_32,NV12s v3,No,500,18,18772.0508
1000,Speech Services,8_32,None,No,0,18,60941.6208
750,Text Analytics,32_128,None,No,5000,3,45858.1449
750,Face,16_64,None,Yes,5000,24,52820.8204
1000,Immersive Reader,16_64,NV12,No,1000,6,61306.6626
1000,Speech Services,64_256,NV12s v3,No,100,12,59153.5021
100,Speech Services,16_64,NV12s v3,Yes,500,12,6724.6216
250,Immersive Reader,64_256,NC12,Yes,5000,3,21492.2295
50,Immersive Reader,32_128,NV12,No,5000,18,21869.1894
250,None,32_128,NV12s v3,Yes,5000,18,32481.0494
750,Speech Services,16_64,None,No,2000,3,44185.6813
500,Immersive Reader,8_32,NV12,No,2000,18,33929.9908
1000,None,64_256,NV12s v3,Yes,100,18,92780.007
500,Face,8_32,NV12s v3,No,100,3,29993.9718
50,Speaker,8_32,NC12,Yes,5000,6,5487.7336
1000,Speech Services,64_256,NV12,Yes,500,3,64626.5695
100,Speaker,16_64,NC12 Promo,No,5000,3,7593.2113
250,Immersive Reader,4_16,None,Yes,100,3,14631.2209
750,Text Analytics,8_32,NC12,No,100,18,47985.3308
1000,Text Analytics,64_256,NC12,Yes,2000,18,93397.277
750,Text Analytics,64_256,NV12,Yes,1000,18,79310.947
250,Immersive Reader,64_256,NC12 Promo,No,2000,3,20731.3995
500,Immersive Reader,4_16,None,No,5000,3,28965.0109
250,None,4_16,NV12s v3,Yes,5000,18,16938.9854
100,None,64_256,NV12s v3,No,2000,3,12293.7895
1000,Speaker,16_64,NC12 Promo,No,500,12,58099.1816
750,None,4_16,NV12s v3,No,100,3,43992.5509
1000,Immersive Reader,8_32,NC12,Yes,500,18,62308.3708
100,Speech Services,8_32,None,Yes,2000,36,5824.8658
100,None,4_16,None,No,0,3,6032.4609
500,Text Analytics,8_32,None,Yes,100,12,28745.7708
500,None,4_16,NC12 Promo,No,1000,3,29539.0609
50,Speech Services,32_128,NC12 Promo,Yes,0,12,4034.8887
750,Immersive Reader,64_256,NC12,No,100,12,45450.0921
500,None,8_32,NC12 Promo,No,1000,12,29350.8108
50,Text Analytics,32_128,NV12,No,2000,12,5042.8687
50,Face,32_128,NC12,Yes,5000,6,10040.0098
100,Speech Services,8_32,NV12s v3,No,0,12,6592.8108
250,Immersive Reader,32_128,NC12,Yes,5000,18,33087.5694
1000,Speaker,16_64,NC12 Promo,No,0,6,60311.7926
100,Speech Services,8_32,NC12 Promo,Yes,0,3,6934.0618
100,Immersive Reader,64_256,NC12 Promo,No,0,12,7483.7321
500,Speech Services,64_256,NC12,Yes,500,6,41574.819
250,Face,4_16,NV12s v3,Yes,2000,6,15701.9218
1000,Immersive Reader,4_16,NV12s v3,No,100,6,58618.1118
100,Speaker,8_32,None,No,100,36,5821.2658
500,Speech Services,4_16,NC12,Yes,0,6,30584.8318
250,Speech Services,4_16,NC12 Promo,Yes,5000,12,14992.6704
1000,Speaker,64_256,None,Yes,2000,24,103658.926
750,Speech Services,64_256,NV12s v3,No,5000,12,44867.4221
100,Immersive Reader,8_32,NV12s v3,No,5000,3,7126.2018
50,Face,4_16,NV12s v3,No,500,6,4242.0618
50,Speech Services,16_64,NV12s v3,No,100,6,6080.9126
1000,Text Analytics,4_16,None,Yes,0,36,57278.4029
500,Face,64_256,NC12,No,100,3,35774.0395
50,Speaker,32_128,NV12,Yes,2000,3,7376.2049
100,Speech Services,32_128,NC12 Promo,Yes,2000,6,12138.2998
250,None,16_64,NV12,Yes,0,6,18352.1326
250,Text Analytics,64_256,NC12,No,0,6,27253.249
1000,Face,64_256,None,Yes,100,24,103629.606
250,Immersive Reader,4_16,NV12s v3,Yes,2000,6,15706.2018
500,Immersive Reader,16_64,NV12,Yes,5000,3,31466.3913
250,Text Analytics,4_16,NC12 Promo,No,100,6,15525.6818
100,Face,8_32,NV12,No,1000,18,11023.8508
50,Speaker,64_256,NC12,Yes,500,12,5395.4021
750,Text Analytics,64_256,NV12,No,0,18,79293.357
500,Speech Services,32_128,None,No,5000,12,29229.1687
100,Text Analytics,32_128,None,No,2000,18,23140.5294
50,Speech Services,8_32,NC12 Promo,No,2000,6,4712.6136
50,Text Analytics,16_64,NC12,No,0,6,6674.6326
1000,Speaker,32_128,None,No,500,18,74658.6594
1000,Face,32_128,NC12 Promo,Yes,0,12,58415.4887
750,Face,16_64,NV12s v3,Yes,5000,6,46175.4326
1000,Speaker,8_32,NC12 Promo,No,2000,6,59104.6436
750,Face,16_64,NC12 Promo,Yes,2000,6,46013.9826
100,Text Analytics,4_16,NV12s v3,Yes,5000,18,8353.0254
50,Face,32_128,None,No,1000,18,20275.4494
750,Text Analytics,8_32,None,Yes,100,24,47871.3144
100,Speaker,16_64,NC12,No,100,18,14485.8878
50,Speaker,8_32,None,No,5000,6,4139.7536
1000,Speaker,4_16,NC12,Yes,2000,6,59242.5318
750,Speech Services,16_64,NC12 Promo,No,2000,18,50940.4478
500,Immersive Reader,8_32,NC12 Promo,No,500,3,29848.7318
1000,Face,8_32,None,No,500,3,57871.2018
100,None,8_32,NC12,Yes,500,12,7203.8208
50,Text Analytics,64_256,NC12,Yes,2000,12,5393.0321
250,None,32_128,NV12,No,2000,18,33304.0294
100,Speaker,4_16,NV12s v3,No,1000,12,6564.5704
1000,Immersive Reader,4_16,None,No,1000,24,59732.3872
750,None,32_128,NC12 Promo,Yes,100,12,44108.3587
1000,Text Analytics,16_64,NC12,No,0,6,61052.3726
100,Face,4_16,None,No,0,12,5786.9504
250,Speech Services,64_256,NV12s v3,No,1000,18,49862.137
250,None,8_32,NV12,No,5000,18,19618.8708
250,None,8_32,NC12,Yes,5000,6,16921.3836
1000,Speaker,32_128,None,No,2000,12,57857.3587
50,Face,64_256,NC12,Yes,5000,18,39028.357
250,None,64_256,None,No,500,6,25916.899
50,Speech Services,4_16,None,No,5000,18,4742.4454
1000,Speech Services,32_128,None,Yes,1000,6,63054.9898
750,Text Analytics,32_128,NV12s v3,Yes,5000,12,44287.6987
1000,Text Analytics,4_16,None,No,100,6,57862.3718
750,Speech Services,64_256,NC12,No,500,6,55884.749
500,Text Analytics,4_16,None,Yes,5000,24,31117.3072
500,Immersive Reader,32_128,NV12s v3,No,5000,12,29984.9087
100,Speech Services,16_64,None,Yes,100,24,15588.2804
1000,Face,32_128,NV12,No,100,12,59405.5787
100,Speech Services,4_16,NC12,No,1000,3,7398.0309
750,Text Analytics,64_256,None,No,1000,3,48745.0595
50,None,8_32,NV12,No,0,6,5673.4936
250,None,64_256,NC12 Promo,No,1000,12,16080.1421
250,Face,32_128,NV12,Yes,0,18,33283.3394
50,Face,8_32,None,Yes,1000,6,4116.4036
500,Speaker,4_16,NV12,No,5000,18,32092.1554
500,Speaker,32_128,NV12,No,0,3,33110.5349
750,Immersive Reader,64_256,NV12s v3,No,1000,18,78489.147
100,Face,32_128,NV12s v3,No,100,6,12278.7598
100,Face,4_16,NC12 Promo,Yes,500,12,6391.6904
250,Immersive Reader,4_16,NC12 Promo,No,100,18,16766.7854
250,None,32_128,NC12 Promo,No,100,18,32301.7094
100,Speaker,4_16,NV12s v3,No,500,18,8349.4354
500,Immersive Reader,8_32,NV12,Yes,500,18,33918.0708
250,Immersive Reader,4_16,NV12s v3,Yes,1000,6,15700.2418
100,Speaker,32_128,NC12,No,0,3,9985.0749
100,None,4_16,None,No,100,6,6346.6118
1000,Speaker,64_256,NV12s v3,No,2000,12,59185.6821
750,Speech Services,4_16,NC12,No,1000,18,46146.3154
100,Text Analytics,16_64,NV12s v3,No,0,6,8937.2326
750,None,64_256,NC12,Yes,500,18,79075.427
100,Speech Services,64_256,NV12,No,1000,18,42105.117
500,Immersive Reader,4_16,NC12,No,2000,3,30307.0309
100,Text Analytics,8_32,NV12s v3,Yes,2000,3,7113.1018
50,Text Analytics,32_128,NV12s v3,Yes,0,3,6509.4249
50,None,32_128,NC12 Promo,Yes,5000,3,6383.4449
250,Speech Services,32_128,NV12s v3,Yes,5000,12,15667.8287
1000,Speech Services,4_16,NC12 Promo,Yes,1000,18,59701.3754
1000,Text Analytics,4_16,NC12 Promo,No,2000,6,58473.3718
100,Immersive Reader,8_32,NV12,Yes,0,18,11010.5408
750,None,8_32,NC12,No,5000,3,44924.2718
50,Face,32_128,NC12 Promo,Yes,2000,3,6380.3449
750,Speaker,16_64,NC12,Yes,500,3,45536.0313
100,Speech Services,8_32,NV12s v3,No,0,6,7706.5336
250,None,32_128,NV12s v3,Yes,2000,6,20879.7498
100,Face,8_32,NC12 Promo,No,100,6,7559.5636
250,Text Analytics,64_256,None,No,5000,18,49125.457
500,Speaker,4_16,NC12 Promo,Yes,2000,18,31101.7654
1000,Speaker,8_32,NC12,No,1000,12,58739.8308
250,Text Analytics,16_64,NV12,Yes,0,12,16127.8916
500,None,16_64,NC12 Promo,Yes,2000,6,31701.1926
750,Face,8_32,NV12,Yes,1000,18,48229.6808
750,Speech Services,8_32,NC12 Promo,Yes,500,6,44768.5036
750,Speech Services,64_256,NV12,No,0,12,45666.8521
250,None,16_64,NV12,No,0,18,23281.4578
1000,Immersive Reader,64_256,NV12,Yes,500,18,93622.057
750,Face,32_128,NC12 Promo,No,100,3,46430.2649
1000,None,32_128,NV12s v3,Yes,0,18,75381.3394
50,Speaker,64_256,NC12 Promo,Yes,100,12,4634.5621
100,Text Analytics,4_16,NV12,Yes,100,3,7615.6609
1000,Immersive Reader,4_16,NC12 Promo,No,2000,3,58172.0209
1000,Face,16_64,None,No,2000,24,67124.7904
500,Face,8_32,NV12s v3,Yes,0,18,33073.2208
100,Speaker,64_256,NV12,No,0,3,13113.4695
100,Text Analytics,32_128,None,No,5000,18,23146.4894
500,Text Analytics,8_32,NV12s v3,Yes,100,6,30608.0936
100,None,64_256,NC12 Promo,Yes,2000,6,17935.969
1000,Speech Services,16_64,NV12s v3,No,1000,18,65399.9078
250,Immersive Reader,32_128,NC12 Promo,No,100,12,15495.6287
250,Text Analytics,32_128,NV12s v3,Yes,2000,18,32475.0894
250,Speaker,16_64,NV12s v3,No,0,6,17537.4826
250,None,4_16,NV12,Yes,100,18,17744.0754
250,Immersive Reader,4_16,NC12,Yes,5000,18,17545.5054
1000,Immersive Reader,16_64,None,No,1000,24,67123.1104
100,Text Analytics,64_256,None,Yes,100,36,6502.6581
750,Speaker,64_256,NC12,Yes,100,6,55893.069
1000,Immersive Reader,32_128,NC12,Yes,0,18,75987.8594
250,None,4_16,NV12,Yes,100,18,17744.0754
250,Immersive Reader,8_32,NC12,Yes,0,18,19366.9408
50,None,32_128,NV12,No,5000,6,10266.7098
750,Speaker,16_64,NC12 Promo,Yes,2000,3,44793.0813
100,Text Analytics,8_32,NV12,No,2000,6,8559.0236
50,Speech Services,16_64,NC12,No,2000,18,11627.5078
1000,Text Analytics,4_16,NC12 Promo,Yes,500,3,58152.9609
1000,Face,8_32,NC12 Promo,Yes,100,18,61543.2508
50,Speaker,4_16,NC12,Yes,500,3,4544.3809
750,Immersive Reader,64_256,NC12 Promo,Yes,500,18,78327.697
500,Speaker,16_64,NV12,Yes,1000,6,32693.9526
500,Face,64_256,NV12s v3,No,5000,6,40996.179
500,None,8_32,NC12 Promo,Yes,0,12,29333.2208
100,Text Analytics,4_16,NV12s v3,Yes,100,6,7095.2118
750,Speaker,32_128,NV12s v3,No,1000,12,44290.0687
1000,Speaker,4_16,None,Yes,500,24,59733.5772
250,Text Analytics,8_32,NC12,Yes,0,3,16274.8918
250,Text Analytics,8_32,None,No,1000,24,19263.3744
1000,Speaker,64_256,NC12,No,2000,6,70220.889
50,Speech Services,8_32,NC12 Promo,No,100,18,7162.6508
50,Text Analytics,32_128,None,No,1000,36,3266.0859
1000,Face,32_128,NV12,Yes,0,12,59399.9187
50,Text Analytics,8_32,NC12 Promo,Yes,500,18,7168.6208
750,Text Analytics,64_256,NC12,Yes,100,12,45442.9521
500,Immersive Reader,8_32,NC12 Promo,No,100,3,29842.7618
1000,Speech Services,8_32,NV12s v3,Yes,5000,3,58634.8218
50,Speaker,8_32,NC12 Promo,Yes,100,3,4092.0318
250,Face,32_128,NC12 Promo,No,100,6,20709.2298
750,Face,32_128,NV12,Yes,100,6,50313.5298
250,Speaker,32_128,NV12,No,1000,12,16499.1387
1000,Speaker,8_32,NC12 Promo,Yes,5000,12,57996.8808
250,None,32_128,NV12s v3,Yes,500,12,15649.9487
750,Face,16_64,NV12,Yes,100,12,44756.2816
100,Text Analytics,16_64,None,Yes,100,3,6961.9613
500,Face,4_16,None,No,1000,12,28700.4404
50,Text Analytics,8_32,NC12 Promo,Yes,100,3,4077.7418
500,Speech Services,64_256,None,Yes,5000,3,34447.0495
750,Face,4_16,NV12s v3,Yes,0,3,43989.7509
250,Speaker,8_32,None,Yes,5000,3,14970.7118
100,Speaker,8_32,NC12,No,0,3,7703.2218
1000,Face,64_256,None,No,2000,12,58425.6521
50,Text Analytics,4_16,NV12,Yes,100,3,4753.6809
750,Immersive Reader,64_256,NV12,Yes,1000,6,56127.409
50,Face,64_256,None,Yes,1000,36,3655.4681
100,Text Analytics,4_16,NC12,No,100,18,8928.5554
500,Immersive Reader,8_32,NC12 Promo,Yes,2000,12,29363.9108
50,None,16_64,None,Yes,100,12,3108.0716
250,Text Analytics,16_64,None,No,500,18,21715.5478
750,Text Analytics,4_16,NV12,Yes,500,12,44579.0904
750,None,4_16,NV12s v3,No,0,18,45529.3454
1000,Speech Services,16_64,None,Yes,0,3,58472.0613
100,Text Analytics,16_64,NV12,No,0,12,7541.9316
500,Speaker,64_256,NV12s v3,No,500,6,40989.729
250,None,8_32,NC12 Promo,No,0,18,18604.9308
750,Speaker,8_32,None,Yes,1000,36,43039.0258
1000,None,64_256,NC12 Promo,No,1000,18,92636.447
1000,None,8_32,NC12 Promo,Yes,1000,3,58467.4118
1000,Speech Services,16_64,NC12,No,0,18,65981.6978
100,Speaker,64_256,NC12,Yes,0,18,41872.257
750,Face,64_256,None,No,500,12,44103.8021
1000,Speech Services,8_32,NV12,Yes,2000,12,58961.0608
250,Immersive Reader,8_32,NC12,No,100,3,16287.6918
500,Speech Services,32_128,NC12,Yes,2000,3,32890.2349
1000,Speaker,4_16,None,Yes,2000,36,57316.2429
250,Text Analytics,4_16,NV12,No,5000,3,16225.4709
250,Immersive Reader,16_64,None,No,5000,6,16811.2426
250,Immersive Reader,8_32,NC12 Promo,Yes,100,18,18617.7308
250,Speaker,4_16,NV12,Yes,2000,6,16542.2918
50,Speech Services,8_32,NV12s v3,No,0,12,3730.8308
750,Speaker,16_64,NV12s v3,No,100,18,51092.3378
250,Speaker,8_32,NC12 Promo,Yes,100,18,18624.8808
50,Text Analytics,32_128,NC12 Promo,Yes,2000,12,4058.4387
750,Face,4_16,NV12,Yes,500,3,44830.3209
50,Text Analytics,64_256,NV12s v3,Yes,0,3,9408.2595
1000,Text Analytics,16_64,None,No,5000,6,59733.9026
50,Immersive Reader,8_32,NC12,Yes,500,6,5462.7036
1000,Immersive Reader,16_64,NC12,Yes,5000,18,66018.3478
100,Face,64_256,None,Yes,100,12,6892.0021
500,None,16_64,NC12,Yes,0,6,32432.5126
50,Speech Services,8_32,NC12 Promo,No,0,18,7156.9908
50,None,8_32,NC12 Promo,Yes,5000,12,3604.8508
1000,Face,16_64,None,Yes,5000,12,57512.5216
100,None,8_32,NV12,Yes,1000,3,7936.0818
1000,Immersive Reader,64_256,NV12,No,100,3,64627.7395
100,None,8_32,NV12s v3,Yes,1000,18,10192.0508
100,Immersive Reader,8_32,NV12s v3,No,2000,3,7120.2418
50,Speaker,32_128,NC12,No,5000,3,7152.6049
50,Speaker,32_128,NV12s v3,Yes,1000,12,4222.2587
750,None,16_64,NC12 Promo,No,500,18,50928.5278
100,Immersive Reader,16_64,NC12,Yes,0,18,14473.0778
750,Immersive Reader,8_32,NC12 Promo,Yes,5000,18,47261.4508
500,Face,4_16,NC12 Promo,Yes,2000,18,31090.3354
1000,Speech Services,4_16,NV12,No,500,12,58889.0204
50,Immersive Reader,4_16,NV12,No,500,12,4518.4204
1000,Text Analytics,64_256,None,No,1000,3,63054.9895
500,Immersive Reader,64_256,NV12,Yes,5000,3,36031.7295
100,Immersive Reader,8_32,NV12,Yes,500,18,11022.1708
500,Immersive Reader,8_32,None,Yes,500,3,29255.6218
1000,Speech Services,64_256,NV12s v3,Yes,0,3,63785.9995
1000,None,4_16,NV12,No,1000,3,59143.3509
250,None,64_256,NV12,No,500,12,17058.6121
500,None,8_32,NC12 Promo,No,100,6,30452.6036
100,Face,8_32,NV12,Yes,1000,6,8555.9236
1000,None,32_128,NC12 Promo,Yes,1000,12,58430.2187
500,Face,8_32,NC12 Promo,Yes,2000,12,29359.6308
500,Face,4_16,NC12 Promo,Yes,100,18,31072.4454
1000,Immersive Reader,32_128,NC12,Yes,500,6,64404.1498
50,Face,16_64,None,No,5000,24,12753.0104
50,Face,4_16,NV12,No,2000,3,4774.4309
750,Speaker,8_32,NV12,Yes,100,3,45144.2718
50,Speaker,4_16,NV12,No,0,12,4513.9404
100,Immersive Reader,8_32,NC12,Yes,5000,18,10810.4908
500,None,16_64,NC12 Promo,Yes,5000,6,31707.1526
100,None,32_128,NC12,No,0,3,9970.7849
750,Face,4_16,NC12 Promo,No,5000,12,43615.4004
50,Immersive Reader,4_16,NC12,No,5000,18,6097.5654
1000,Speech Services,16_64,NV12s v3,Yes,1000,12,58246.3416
100,Face,32_128,NC12,Yes,2000,6,12896.0298
50,Text Analytics,4_16,NV12,No,5000,18,6319.9854
500,Speech Services,64_256,NV12s v3,Yes,100,12,30533.6421
750,Speaker,4_16,NC12 Promo,Yes,5000,12,43626.8304
250,Speech Services,16_64,NC12 Promo,No,2000,12,15167.0116
1000,None,8_32,NC12 Promo,Yes,1000,6,59084.3936
250,Face,64_256,NC12,Yes,100,18,50452.447
750,Face,32_128,None,No,5000,6,48759.8398
750,Face,32_128,NC12 Promo,No,100,12,44111.2187
50,Face,16_64,NV12s v3,Yes,1000,12,3871.4616
500,Speaker,8_32,NV12,No,1000,12,30349.5308
500,Face,4_16,NC12 Promo,Yes,5000,6,29862.3318
100,Face,64_256,NV12,No,100,3,13107.6995
500,Immersive Reader,64_256,NV12,Yes,5000,3,36031.7295
1000,Immersive Reader,64_256,NV12s v3,No,1000,6,69608.399
500,Immersive Reader,16_64,None,No,100,36,28787.3616
500,None,16_64,NC12 Promo,Yes,500,18,36618.5978
750,Speaker,64_256,NV12,No,2000,18,79331.197
750,Speech Services,64_256,None,Yes,2000,18,77739.367
50,Immersive Reader,8_32,NV12s v3,Yes,100,3,4240.3718
50,None,16_64,NC12,No,2000,3,5465.8513
1000,Speaker,8_32,NV12s v3,No,500,3,58631.2318
250,Face,8_32,NV12s v3,No,500,3,15690.0018
100,Text Analytics,16_64,NC12,Yes,1000,6,9554.2026
750,None,32_128,None,Yes,100,12,43515.2487
500,Speaker,32_128,NV12s v3,Yes,2000,6,35203.9798
50,Speech Services,4_16,NC12,No,500,18,6072.5454
100,Face,16_64,NC12 Promo,No,500,6,8796.2326
100,Speaker,64_256,NC12 Promo,No,2000,12,7514.4321
750,None,32_128,NC12 Promo,Yes,2000,18,60939.4694
100,None,8_32,None,No,500,24,10671.4544
500,None,32_128,NV12s v3,No,100,18,46767.1394
750,Immersive Reader,8_32,NC12 Promo,No,1000,6,44781.6036
750,Speaker,32_128,NC12 Promo,No,0,12,44116.9887
1000,Text Analytics,64_256,NV12,No,2000,6,70436.159
500,None,64_256,NV12,No,100,3,36000.7395
50,Face,16_64,NC12 Promo,No,1000,3,4707.8813
50,Face,16_64,NV12s v3,Yes,2000,3,4869.3313
500,Face,4_16,None,No,5000,18,30503.1854
750,Speaker,64_256,NV12,No,0,6,56116.969
100,Face,16_64,NC12,No,2000,18,14492.3478
500,Immersive Reader,4_16,NC12 Promo,No,500,18,31082.6954
50,Speaker,32_128,None,No,100,12,3461.7287
500,Text Analytics,16_64,NV12,No,100,12,30443.4916
1000,Text Analytics,4_16,NC12,Yes,0,18,60438.6554
500,None,32_128,NV12,Yes,2000,18,47613.9694
100,Immersive Reader,16_64,NV12,No,5000,3,8570.4913
250,Face,4_16,NC12 Promo,No,100,12,14971.6804
750,None,32_128,NV12,Yes,5000,18,61929.8594
50,None,8_32,None,No,100,18,6569.5408
100,Text Analytics,8_32,NV12,No,1000,3,7936.0818
750,Text Analytics,4_16,NC12 Promo,Yes,500,6,44151.5218
1000,Speaker,16_64,NC12,No,0,3,59834.3313
750,Speaker,32_128,NC12,No,500,18,61696.7094
1000,Immersive Reader,16_64,NC12 Promo,No,2000,6,60328.1926
100,Immersive Reader,16_64,None,Yes,2000,24,15613.3104
250,Immersive Reader,16_64,NV12s v3,No,1000,6,17547.9226
100,None,64_256,NC12 Promo,Yes,5000,3,12144.2595
500,Face,32_128,NV12,Yes,5000,12,30809.5687
50,None,16_64,NC12 Promo,No,100,18,10854.7478
1000,Face,16_64,NC12,Yes,1000,18,66002.1478
100,Speech Services,4_16,NV12s v3,No,1000,18,8341.1054
50,Speaker,16_64,NC12,No,0,6,6688.9226
250,Immersive Reader,4_16,NC12 Promo,Yes,2000,3,15242.2209
250,Speech Services,32_128,NV12s v3,No,1000,18,32469.1294
750,Face,64_256,NC12 Promo,No,5000,12,44714.7921
750,Face,64_256,NV12,Yes,100,12,45675.3721
100,Text Analytics,4_16,NC12 Promo,Yes,0,3,6625.5709
500,Speaker,4_16,NV12,Yes,500,6,30840.3118
