Data Storage (GB),Software Licenses,Type of machine,GPU,File import,Export file size (MB),Time period,Cost in pounds
50,Face,8_32,NV12,Yes,100,6,5682.0136
1000,Face,16_64,NV12s v3,No,2000,6,60479.4026
50,Text Analytics,16_64,NV12,No,500,18,11845.1478
500,Immersive Reader,32_128,None,No,2000,3,31549.3949
1000,Immersive Reader,8_32,None,No,0,36,57324.2158
50,Face,8_32,NV12s v3,Yes,500,3,4242.0618
750,Immersive Reader,64_256,NC12 Promo,No,100,6,55131.049
750,Immersive Reader,32_128,None,Yes,5000,12,43546.2387
250,None,4_16,NC12 Promo,No,100,12,14968.8204
1000,Immersive Reader,64_256,NV12,Yes,2000,12,60007.4721
750,Text Analytics,8_32,NC12 Promo,No,100,3,44145.5518
250,Speech Services,8_32,NC12,Yes,500,18,19371.4308
750,None,32_128,NC12 Promo,No,2000,3,46445.2949
750,Immersive Reader,64_256,NV12,Yes,100,3,50317.8095
50,Text Analytics,64_256,NV12s v3,No,0,18,38396.607
1000,Speech Services,64_256,None,No,500,3,63049.0295
250,Face,8_32,None,No,500,24,19260.2744
250,Speaker,64_256,None,No,100,6,25925.219
1000,Speaker,32_128,NV12s v3,Yes,0,18,75395.6294
750,Speech Services,8_32,NV12,Yes,0,18,48209.2308
50,Text Analytics,64_256,None,Yes,0,6,14457.329
500,None,64_256,NV12s v3,Yes,0,3,35166.1395
750,Speaker,16_64,NC12,Yes,5000,6,46786.2426
1000,Speech Services,64_256,NC12,Yes,1000,6,70200.639
1000,Text Analytics,64_256,NV12,No,100,18,93608.947
750,None,4_16,NC12 Promo,No,1000,6,44157.4818
1000,Face,64_256,NC12,No,2000,6,70209.459
500,Text Analytics,16_64,NV12s v3,No,500,12,29620.5216
50,Immersive Reader,16_64,None,Yes,2000,24,12751.3304
250,Face,64_256,NC12 Promo,No,2000,6,26524.789
50,Immersive Reader,4_16,None,No,1000,6,3503.7018
500,Speech Services,8_32,NC12,Yes,2000,3,30608.3818
500,Text Analytics,16_64,NC12,Yes,100,12,30213.9316
250,Speaker,8_32,NV12,Yes,100,6,17141.3836
500,Speech Services,32_128,NV12s v3,No,500,18,46773.1094
1000,Face,32_128,None,No,500,12,57834.0087
1000,Speech Services,16_64,NC12,Yes,0,6,61052.3726
1000,None,64_256,NV12s v3,No,100,12,59153.5021
50,None,4_16,NC12,No,500,18,6072.5454
100,Text Analytics,32_128,None,Yes,1000,24,28932.2392
100,Text Analytics,32_128,NC12 Promo,Yes,100,6,12120.4098
500,None,16_64,NC12 Promo,No,0,3,30445.3113
1000,Immersive Reader,64_256,NC12 Promo,Yes,100,12,59005.1521
500,Immersive Reader,8_32,NC12,No,100,12,30100.8908
750,Speech Services,16_64,NV12,Yes,5000,18,51930.8378
500,Text Analytics,16_64,NV12,No,100,3,31435.4013
100,Immersive Reader,16_64,None,No,1000,24,15607.3504
250,Text Analytics,64_256,NC12,No,500,3,21467.2095
100,Face,64_256,NC12 Promo,Yes,0,18,41105.957
50,Immersive Reader,16_64,None,No,0,36,3023.8216
100,Text Analytics,4_16,None,No,0,6,6340.9518
50,Immersive Reader,16_64,NC12 Promo,No,1000,3,4712.1613
1000,None,64_256,NV12,No,500,3,64626.5695
750,Face,64_256,NV12s v3,Yes,0,12,44840.7721
1000,Immersive Reader,4_16,NC12,Yes,2000,18,60469.3454
1000,Speaker,64_256,NC12 Promo,No,0,18,92633.147
100,Immersive Reader,4_16,NV12,Yes,2000,3,7640.6909
100,Speaker,64_256,NC12,No,1000,6,18699.169
100,Speech Services,8_32,NC12,No,2000,18,10797.3908
250,Speaker,16_64,NC12 Promo,Yes,0,18,22311.3178
100,None,32_128,NV12,No,100,6,13104.8398
250,None,64_256,NV12s v3,Yes,0,12,16218.0421
1000,Speech Services,32_128,NV12,No,5000,3,61745.6149
750,Text Analytics,16_64,NC12 Promo,Yes,100,18,50922.5578
250,Immersive Reader,16_64,NC12,Yes,0,3,16897.3813
100,Speech Services,8_32,None,Yes,0,6,6957.9336
100,Face,32_128,NC12,Yes,500,18,24479.4494
500,Speech Services,16_64,NV12s v3,Yes,5000,6,31862.6426
500,Face,16_64,NC12 Promo,No,5000,12,29485.7716
1000,Immersive Reader,4_16,None,Yes,0,36,57285.5429
50,Speech Services,16_64,NC12,No,2000,3,5465.8513
500,Text Analytics,8_32,NV12s v3,No,1000,3,30003.0418
500,None,32_128,NV12s v3,Yes,100,3,32272.9649
250,Speech Services,64_256,NC12 Promo,No,100,6,26504.039
750,Speech Services,4_16,NV12s v3,No,100,3,43992.5509
250,Immersive Reader,4_16,NV12,Yes,100,6,16517.2518
100,Speech Services,4_16,NV12s v3,No,5000,3,6810.5709
250,Text Analytics,8_32,NC12 Promo,No,0,18,18604.9308
100,Immersive Reader,32_128,NC12,No,0,12,7658.8787
250,Speaker,8_32,NC12,No,5000,18,19403.6008
50,Speech Services,4_16,NV12,Yes,1000,12,4517.2404
50,Speech Services,8_32,NV12s v3,No,100,18,7318.1408
500,None,32_128,NC12,No,0,18,47360.8594
750,None,8_32,NV12,No,0,3,45124.3218
500,Immersive Reader,4_16,None,No,500,12,28698.7604
500,None,32_128,NC12 Promo,Yes,100,3,32117.4749
100,Text Analytics,8_32,NC12 Promo,No,5000,18,10048.4808
250,Text Analytics,16_64,NC12,Yes,0,6,18122.5726
500,None,16_64,NC12 Promo,No,500,12,29465.0316
1000,Face,32_128,None,Yes,2000,12,57845.9287
100,Speaker,4_16,NV12,No,2000,3,7647.8409
50,Speaker,32_128,NV12,Yes,1000,18,21864.4194
100,Face,32_128,NC12,No,100,3,9979.3049
750,Text Analytics,8_32,NC12 Promo,Yes,5000,12,43672.6608
50,Speech Services,64_256,NV12s v3,No,500,12,4781.7321
250,Face,8_32,NV12s v3,No,2000,6,16318.9036
50,Speaker,64_256,NV12s v3,Yes,0,3,9422.5495
1000,Immersive Reader,64_256,None,Yes,0,18,92032.887
750,None,16_64,None,Yes,2000,6,45418.0126
100,Speaker,16_64,NV12,No,500,3,8559.7613
100,Speech Services,64_256,NC12,Yes,100,12,8237.1221
500,Speaker,16_64,None,No,0,3,29866.4913
1000,Face,4_16,NC12 Promo,No,100,12,57901.4804
250,Speech Services,4_16,NC12,No,0,12,15718.0304
500,Text Analytics,4_16,NC12,No,0,6,30584.8318
750,Speech Services,4_16,NV12s v3,No,5000,3,44016.4009
750,None,4_16,NC12,No,5000,6,44924.2718
250,Face,32_128,NV12,No,5000,12,16499.6287
50,Face,32_128,NV12,No,100,3,7346.8849
250,Face,4_16,NC12,Yes,0,12,15720.8904
1000,Text Analytics,4_16,NC12 Promo,No,5000,12,57922.4704
100,Face,32_128,NC12,Yes,100,3,9979.3049
100,Face,8_32,None,Yes,2000,18,9452.2708
1000,None,8_32,None,No,500,18,60953.2508
100,Immersive Reader,32_128,NC12,Yes,0,18,24472.0994
250,Speaker,16_64,NC12 Promo,No,0,3,16149.6613
750,Speech Services,64_256,NC12 Promo,Yes,100,6,55123.909
500,Text Analytics,4_16,None,Yes,100,18,30476.4754
750,Text Analytics,4_16,NC12 Promo,Yes,5000,12,43612.5404
500,Face,16_64,NC12 Promo,Yes,500,18,36621.4578
100,Immersive Reader,32_128,None,No,2000,6,11552.3298
1000,Speech Services,8_32,None,No,1000,36,57334.6658
50,None,4_16,NC12 Promo,No,100,18,5311.7054
500,Immersive Reader,8_32,NV12s v3,No,1000,3,30010.1818
1000,Face,16_64,NC12 Promo,Yes,500,6,60311.9926
50,Face,32_128,NC12,Yes,5000,12,4822.1287
100,Immersive Reader,4_16,NC12,No,5000,3,7417.0909
250,Speaker,64_256,None,Yes,500,36,15108.8781
250,Face,4_16,NC12,Yes,2000,18,17535.2654
250,Immersive Reader,8_32,None,No,0,24,19252.9244
1000,Face,16_64,NC12,Yes,500,3,59834.5313
1000,Immersive Reader,64_256,NV12,No,0,3,64622.0795
250,Speech Services,16_64,None,Yes,5000,36,14494.1316
250,Speaker,4_16,NV12,Yes,500,12,15973.5104
100,Text Analytics,32_128,NV12,Yes,5000,6,13128.6898
750,Face,8_32,NC12 Promo,No,500,3,44154.3818
50,None,32_128,NC12 Promo,No,500,12,4046.5187
1000,Speech Services,64_256,None,Yes,1000,12,58416.8321
250,None,8_32,NC12 Promo,Yes,100,18,18610.5908
50,Text Analytics,4_16,NV12s v3,No,100,3,3924.7409
50,Speech Services,16_64,NC12,No,2000,6,6698.1826
750,Text Analytics,8_32,None,Yes,2000,24,47889.2044
100,Immersive Reader,4_16,NV12,No,2000,6,7949.1818
1000,Text Analytics,16_64,NV12,No,500,18,66222.8878
750,Speaker,64_256,NV12s v3,No,100,18,78484.367
750,Speech Services,4_16,None,No,1000,3,43255.8809
750,Speaker,8_32,NV12,No,100,18,48229.1808
50,Speech Services,64_256,NV12s v3,No,100,18,38402.267
50,Speech Services,4_16,None,No,1000,12,2939.7004
250,Speech Services,16_64,None,No,1000,6,16792.1826
500,Speaker,64_256,NV12,Yes,5000,3,36038.8795
500,Speaker,32_128,NV12,Yes,100,3,33116.1949
500,Text Analytics,32_128,NV12,No,2000,3,33119.7949
100,Face,64_256,None,Yes,0,36,6499.8581
500,Face,8_32,NV12s v3,Yes,0,3,29988.3118
100,Immersive Reader,32_128,None,Yes,1000,6,11546.3698
50,Speech Services,8_32,None,No,1000,3,3496.5618
750,Face,16_64,NV12,No,2000,3,45766.0813
1000,Face,32_128,NC12 Promo,No,0,6,63633.3698
100,Text Analytics,64_256,None,Yes,500,24,52116.956
50,None,8_32,NC12 Promo,Yes,0,18,7156.9908
50,Speaker,64_256,NV12s v3,Yes,0,12,4784.3921
250,Text Analytics,16_64,NC12 Promo,No,500,12,15155.0916
100,None,8_32,NC12 Promo,No,0,18,10018.9708
750,Speech Services,8_32,NC12 Promo,Yes,100,6,44762.5336
500,None,64_256,NV12,No,1000,12,31374.5121
750,Speech Services,16_64,NV12,Yes,0,18,51901.3278
50,Immersive Reader,8_32,NV12s v3,Yes,0,6,4851.6936
500,Speaker,4_16,NV12s v3,No,0,3,29691.2509
250,None,8_32,NC12 Promo,Yes,5000,12,15052.7908
750,Text Analytics,8_32,NC12 Promo,No,100,3,44145.5518
250,Face,64_256,NV12,No,5000,18,50705.857
50,Speaker,32_128,NC12 Promo,No,100,12,4054.8387
50,None,4_16,NC12,No,100,12,4275.7504
1000,Speech Services,32_128,NV12s v3,Yes,0,3,60887.1649
250,Text Analytics,64_256,NV12s v3,No,5000,12,16247.5521
100,Face,64_256,NC12,Yes,500,6,18681.779
500,Face,16_64,NC12,No,0,3,31203.0413
250,None,8_32,None,Yes,0,36,14387.2758
500,Speech Services,16_64,None,No,100,18,36019.5178
250,Text Analytics,16_64,NC12 Promo,No,5000,12,15172.9716
50,Immersive Reader,8_32,NV12s v3,Yes,100,6,4857.3536
750,Immersive Reader,32_128,NC12 Promo,Yes,5000,6,49357.2298
50,Speech Services,16_64,NC12,No,1000,12,4467.9816
1000,Speaker,8_32,NC12 Promo,No,100,18,61554.6808
50,Speaker,4_16,NV12,Yes,5000,12,4543.4504
750,Immersive Reader,64_256,NV12s v3,No,2000,6,55304.429
50,Immersive Reader,16_64,None,No,0,6,5333.7926
750,Immersive Reader,8_32,NV12,Yes,500,12,44646.3508
500,Face,64_256,NC12 Promo,Yes,5000,6,40840.689
1000,Face,16_64,NV12s v3,Yes,2000,18,65408.7278
750,Speech Services,32_128,NV12,Yes,500,18,61911.9794
750,Speech Services,8_32,NC12 Promo,No,0,6,44756.8736
1000,Immersive Reader,32_128,NC12,No,0,6,64392.5198
500,Immersive Reader,64_256,NV12,Yes,1000,12,31381.6521
750,Speaker,16_64,NC12,Yes,100,3,45530.0613
50,Immersive Reader,64_256,NV12,Yes,1000,3,10261.9295
250,Speaker,4_16,None,No,2000,6,14964.7518
1000,None,64_256,NC12,No,5000,18,93403.237
750,Face,4_16,NC12,No,1000,3,44606.7209
1000,Speaker,4_16,NC12,Yes,5000,6,59248.4918
50,Immersive Reader,4_16,NV12,Yes,1000,3,4772.7509
100,Text Analytics,64_256,NV12,Yes,100,3,13104.8395
750,Text Analytics,4_16,NV12s v3,Yes,100,12,43744.1804
500,None,4_16,NC12,Yes,500,3,30287.9709
1000,Speaker,16_64,NC12,No,5000,18,66025.4978
250,None,8_32,NV12,Yes,500,12,16019.3408
1000,Speaker,32_128,NC12,No,500,3,61512.4649
1000,None,8_32,NC12,Yes,500,3,59216.3218
750,Speaker,32_128,NV12s v3,Yes,1000,18,61103.2894
750,Text Analytics,64_256,NV12s v3,Yes,1000,6,55291.329
50,Speaker,4_16,NC12 Promo,Yes,1000,3,3795.4709
100,Text Analytics,4_16,None,Yes,1000,6,6358.5418
1000,None,64_256,NC12,No,2000,6,70206.599
500,Speaker,32_128,NV12s v3,No,100,6,35186.0898
100,Speaker,4_16,None,Yes,100,6,6360.9018
250,Immersive Reader,64_256,NV12s v3,No,5000,3,20892.8495
750,Text Analytics,16_64,NV12s v3,No,100,3,44916.3913
50,Text Analytics,16_64,NC12,No,100,3,5447.9613
50,None,4_16,None,No,1000,3,3188.0709
250,Face,4_16,NV12s v3,Yes,500,3,15381.5109
750,Text Analytics,16_64,NV12s v3,No,100,18,51078.0478
250,Speech Services,64_256,NV12s v3,Yes,1000,18,49862.137
500,Text Analytics,32_128,NC12 Promo,No,2000,6,35034.1998
250,Immersive Reader,4_16,NC12,Yes,2000,12,15748.7204
50,Face,16_64,NV12,No,5000,6,6936.5626
1000,Speech Services,4_16,NC12,No,1000,3,58913.7909
500,Text Analytics,64_256,NV12s v3,No,500,3,35177.7695
750,Face,16_64,NC12 Promo,Yes,0,6,45990.4326
500,Face,4_16,NV12,Yes,5000,3,30538.2709
250,Immersive Reader,4_16,NC12 Promo,No,0,18,16761.1254
100,Text Analytics,32_128,None,Yes,2000,24,28938.1992
1000,Speech Services,64_256,NV12s v3,No,0,18,92774.347
750,None,8_32,NV12,No,2000,6,45764.8536
250,Speech Services,64_256,NV12,Yes,0,18,50673.487
250,Speaker,32_128,NV12,Yes,5000,3,18830.1049
1000,None,4_16,None,Yes,1000,12,57317.4404
500,Face,64_256,NV12,No,0,12,31359.7821
100,None,64_256,None,Yes,100,36,6502.6581
50,None,32_128,NC12,Yes,100,3,7114.4649
50,Speaker,16_64,None,Yes,1000,3,4126.2013
50,None,16_64,NV12,Yes,1000,18,11851.1078
500,Face,64_256,NC12 Promo,No,500,12,30386.9821
500,Speaker,32_128,None,Yes,100,36,29026.3259
500,Face,32_128,NV12,Yes,1000,12,30797.6487
1000,Speaker,32_128,None,No,0,12,57833.8087
250,None,64_256,NV12s v3,Yes,2000,12,16241.5921
250,Text Analytics,64_256,NC12,Yes,1000,12,16835.0121
100,None,8_32,NC12 Promo,No,0,3,6934.0618
500,None,16_64,NC12 Promo,Yes,100,18,36612.6278
1000,Speech Services,4_16,NV12,Yes,1000,3,59143.3509
500,None,4_16,NC12,No,500,12,30039.6004
1000,Speaker,64_256,NC12,No,5000,3,64429.1795
500,Immersive Reader,32_128,NV12s v3,Yes,5000,12,29984.9087
500,Immersive Reader,32_128,NV12s v3,Yes,0,3,32274.4449
50,Speech Services,16_64,NC12,No,500,3,5453.9313
50,Text Analytics,4_16,NC12 Promo,Yes,500,3,3775.2209
1000,Text Analytics,64_256,NV12s v3,No,100,12,59153.5021
100,None,8_32,NC12 Promo,No,500,6,7562.6736
50,Immersive Reader,8_32,None,Yes,100,24,7810.6444
500,Immersive Reader,4_16,NV12s v3,Yes,2000,12,29459.2804
750,Text Analytics,4_16,NV12,Yes,0,18,46358.2854
500,None,4_16,NC12,No,0,12,30027.9704
500,None,8_32,None,No,5000,18,32351.2708
500,Face,32_128,None,No,100,6,34426.0598
100,Speaker,16_64,None,Yes,500,12,5990.3116
1000,Face,64_256,NC12 Promo,Yes,5000,3,63662.8795
750,Immersive Reader,32_128,NC12 Promo,No,0,6,49327.7198
100,Speech Services,64_256,None,Yes,5000,6,17348.819
250,Text Analytics,16_64,NC12,No,2000,12,15921.8816
1000,Speech Services,64_256,NV12s v3,Yes,100,6,69589.329
250,Text Analytics,64_256,NV12,Yes,100,12,17052.6421
750,Speech Services,8_32,NV12,Yes,100,18,48214.8908
250,Speech Services,16_64,NC12,No,1000,12,15915.9216
750,Speech Services,64_256,NC12 Promo,Yes,100,6,55123.909
1000,None,64_256,NV12,Yes,1000,12,59994.3721
1000,None,8_32,NV12s v3,No,0,3,58605.3118
500,None,4_16,NV12,Yes,0,3,30505.9009
100,Immersive Reader,8_32,NC12 Promo,No,5000,12,6473.9708
750,None,8_32,NC12 Promo,Yes,2000,6,44780.4236
750,Text Analytics,8_32,NC12,No,100,12,44403.6808
750,Face,4_16,NV12s v3,No,500,18,45543.8354
750,Face,16_64,NC12 Promo,No,2000,6,46013.9826
500,Immersive Reader,64_256,NC12,Yes,0,6,41570.329
50,Immersive Reader,64_256,NV12s v3,No,5000,12,4806.7521
250,Face,16_64,NV12,No,1000,3,17140.2513
500,None,32_128,NV12s v3,No,100,3,32272.9649
750,Text Analytics,4_16,NV12s v3,Yes,2000,3,44010.4409
100,None,64_256,NV12,Yes,500,3,13110.8095
100,Immersive Reader,32_128,NV12,No,100,3,10213.1449
1000,Speaker,4_16,NV12s v3,No,0,12,58062.7404
750,Immersive Reader,8_32,NV12,No,500,3,45143.0918
250,Immersive Reader,32_128,NV12s v3,Yes,5000,12,15674.9687
50,Speaker,8_32,NC12,Yes,100,3,4846.9018
500,None,8_32,NV12s v3,No,100,12,29494.3708
100,Speech Services,4_16,NC12,Yes,5000,12,7161.5804
1000,Speaker,8_32,NC12,No,5000,3,59248.4918
100,Immersive Reader,64_256,NV12s v3,No,100,6,18080.709
750,Face,64_256,None,Yes,500,12,44103.8021
100,Immersive Reader,8_32,NC12,Yes,5000,18,10810.4908
250,Face,16_64,None,No,1000,6,16795.0426
250,Face,4_16,None,No,500,24,16792.3472
50,Face,16_64,None,No,100,12,3110.9316
1000,Speech Services,16_64,NC12,Yes,1000,3,59837.6313
500,Speech Services,16_64,NV12,Yes,5000,6,32691.5826
500,Speaker,8_32,None,Yes,1000,12,28771.9908
500,Speaker,16_64,NC12,No,2000,18,37399.6778
750,Face,4_16,None,No,100,18,44789.2654
750,Text Analytics,16_64,NV12s v3,Yes,500,3,44922.3613
250,Face,8_32,NC12 Promo,No,0,6,16139.8636
100,Immersive Reader,64_256,None,Yes,2000,18,40540.677
750,Speaker,8_32,NV12,No,500,3,45150.2418
50,Speaker,32_128,None,No,0,3,5775.1149
250,Immersive Reader,16_64,NC12,Yes,5000,12,15934.9816
1000,Text Analytics,16_64,NV12,No,2000,18,66234.8078
750,None,64_256,None,No,5000,18,77745.327
250,Face,16_64,NC12 Promo,Yes,100,6,17376.2226
100,None,64_256,None,Yes,100,36,6502.6581
500,Text Analytics,16_64,NV12,Yes,0,6,32662.0726
50,Immersive Reader,8_32,None,Yes,5000,3,3515.6218
500,Text Analytics,32_128,NV12s v3,No,0,6,35166.1398
500,Immersive Reader,32_128,NV12,No,0,18,47597.5594
100,Text Analytics,32_128,None,Yes,500,36,6122.1059
1000,Speaker,32_128,NC12,Yes,100,6,64405.3298
50,Face,16_64,NV12,No,5000,3,5704.2313
50,Face,4_16,None,No,1000,3,3190.9309
50,None,4_16,NV12s v3,No,5000,18,5491.0454
250,Immersive Reader,32_128,NV12,Yes,1000,18,33305.2094
750,Text Analytics,4_16,NC12,No,2000,12,44361.4504
100,None,8_32,None,No,2000,6,6981.4836
750,None,16_64,None,No,5000,18,50353.2978
100,Immersive Reader,64_256,NV12s v3,Yes,0,3,12277.3795
50,Immersive Reader,16_64,NC12 Promo,Yes,500,12,3714.2916
500,Immersive Reader,8_32,None,Yes,1000,36,28721.9458
750,Speaker,32_128,None,No,2000,12,43547.4287
100,Face,4_16,None,Yes,0,6,6343.8118
750,None,32_128,NV12,No,100,6,50310.6698
1000,Face,64_256,NV12s v3,No,0,12,59150.7021
1000,Text Analytics,16_64,NV12s v3,Yes,2000,3,59244.2113
1000,Text Analytics,32_128,NV12,Yes,1000,3,61733.6949
1000,Speech Services,64_256,NV12s v3,No,1000,6,69601.259
500,None,64_256,NC12,No,0,18,64753.867
1000,Speaker,16_64,NV12s v3,Yes,2000,12,58266.5916
500,Face,4_16,None,Yes,2000,18,30497.2254
50,Immersive Reader,4_16,NV12s v3,No,500,3,3937.8509
50,Text Analytics,8_32,NV12s v3,No,5000,6,4874.0636
1000,Speech Services,32_128,NC12,Yes,100,3,61492.2049
50,Text Analytics,4_16,NV12,No,500,18,6302.1054
500,Face,8_32,NC12 Promo,Yes,500,3,29844.4518
100,Speech Services,16_64,NC12 Promo,Yes,100,12,6563.1616
750,Speech Services,16_64,NV12,No,500,18,51912.9578
250,Text Analytics,32_128,NV12s v3,Yes,500,12,15649.9487
250,Speech Services,32_128,NC12 Promo,No,2000,12,15506.3787
500,Speech Services,8_32,NV12s v3,No,5000,18,33099.8708
1000,Immersive Reader,64_256,NC12,No,5000,18,93410.377
250,Face,8_32,NV12,No,100,12,16016.2308
100,Face,8_32,NC12 Promo,No,100,18,10027.4908
750,Speaker,32_128,NV12,Yes,1000,18,61932.2294
100,Face,8_32,None,No,1000,3,6361.4018
1000,Text Analytics,4_16,NC12,Yes,5000,12,58677.3404
1000,Speech Services,32_128,NC12,Yes,100,12,59173.1587
750,Speech Services,8_32,None,No,100,24,47871.3144
50,Speech Services,16_64,NC12 Promo,Yes,0,6,5919.7626
1000,None,8_32,None,No,2000,3,57880.2618
250,Face,8_32,None,Yes,5000,24,19278.1544
1000,Speaker,8_32,NC12 Promo,No,0,18,61549.0208
500,None,64_256,None,No,1000,18,63423.477
500,Face,64_256,NV12s v3,No,5000,3,35198.5095
750,None,16_64,NV12s v3,Yes,0,3,44910.7313
500,Text Analytics,4_16,NC12,Yes,2000,12,30051.5204
1000,Immersive Reader,32_128,NV12s v3,No,500,3,60905.9349
50,Face,64_256,NC12,Yes,2000,18,39022.397
500,Text Analytics,4_16,NC12 Promo,No,100,6,29835.6218
50,None,8_32,NC12,No,2000,3,4850.5018
250,Text Analytics,16_64,None,No,500,6,16786.2226
500,Immersive Reader,4_16,NV12s v3,No,2000,6,30016.1418
50,Face,16_64,NC12,No,500,3,5456.7913
1000,None,16_64,NC12,Yes,5000,12,58857.6416
500,Immersive Reader,64_256,None,Yes,100,3,34430.3395
1000,None,32_128,NC12,Yes,500,6,64397.0098
50,Immersive Reader,32_128,NV12s v3,Yes,0,12,4197.5187
1000,Immersive Reader,8_32,NC12 Promo,No,100,12,57965.8808
100,Speaker,32_128,None,Yes,500,24,28940.5692
100,Speech Services,64_256,None,Yes,0,6,17319.309
750,None,16_64,NV12s v3,Yes,0,18,51072.3878
750,Face,4_16,NC12,Yes,1000,3,44606.7209
100,Immersive Reader,64_256,NC12 Promo,No,2000,6,17943.109
750,Text Analytics,32_128,None,Yes,100,6,48733.1298
500,None,8_32,NV12s v3,No,2000,18,33093.9108
100,Speaker,16_64,NC12 Promo,No,5000,12,6601.3016
250,None,32_128,NC12,Yes,500,6,21467.2098
750,Face,16_64,NC12 Promo,Yes,0,3,44758.1013
250,Speaker,16_64,NC12 Promo,Yes,500,18,22322.9478
50,Immersive Reader,64_256,NV12s v3,Yes,100,12,4782.9021
100,Text Analytics,8_32,NC12,No,100,12,7197.8508
750,Speech Services,16_64,NV12,No,0,3,45739.6713
50,None,4_16,NC12,Yes,500,18,6072.5454
750,None,16_64,NC12 Promo,No,2000,3,44778.7913
500,Speaker,4_16,NC12 Promo,No,2000,6,29867.8018
50,None,4_16,NV12,No,1000,6,5074.1018
100,Speaker,64_256,NV12,Yes,2000,3,13137.0195
100,Speaker,16_64,NC12,No,2000,12,7350.2116
50,Speech Services,4_16,NV12,Yes,500,12,4511.2804
250,Speech Services,4_16,NC12,No,0,18,17508.8554
1000,None,32_128,NV12,Yes,500,3,61727.7349
500,Speaker,32_128,NV12,Yes,1000,18,47622.2994
250,Face,8_32,NC12,No,1000,3,16295.3418
500,Face,64_256,NV12,No,2000,18,65009.837
250,Text Analytics,16_64,NV12,No,5000,6,18381.6426
1000,Text Analytics,64_256,NV12,No,5000,18,93632.797
100,Text Analytics,8_32,NC12 Promo,No,500,6,7562.6736
250,Speech Services,4_16,NC12 Promo,No,100,12,14968.8204
50,Immersive Reader,16_64,NV12s v3,No,100,3,4855.7213
1000,Speech Services,16_64,NV12,No,1000,3,60067.1913
250,Text Analytics,8_32,NC12 Promo,Yes,0,18,18604.9308
500,Face,4_16,None,No,0,12,28682.8504
50,Text Analytics,4_16,NC12 Promo,Yes,0,18,5306.0454
1000,Face,8_32,NC12,No,1000,18,62310.0508
250,Immersive Reader,4_16,NC12 Promo,Yes,500,12,14981.9304
50,None,32_128,NV12,Yes,500,18,21844.1694
1000,Speaker,16_64,NV12,No,5000,6,61325.7326
250,Speech Services,64_256,NV12s v3,Yes,2000,18,49868.097
500,Immersive Reader,16_64,None,No,100,3,29865.0013
1000,Speaker,16_64,NC12 Promo,Yes,5000,18,65270.6278
50,Speaker,32_128,NC12 Promo,No,5000,12,4078.6887
1000,None,16_64,NC12,Yes,0,3,59820.0413
1000,Speech Services,8_32,NV12s v3,No,2000,12,58132.1208
500,Speech Services,16_64,NV12,No,2000,12,30461.3816
100,Speech Services,64_256,NC12 Promo,Yes,0,18,41103.097
50,Speaker,64_256,NC12 Promo,No,5000,18,38284.917
50,None,32_128,NV12,No,1000,18,21850.1294
50,Face,8_32,NV12,Yes,0,18,8144.2808
750,Immersive Reader,32_128,NV12,No,100,12,45099.9287
50,Text Analytics,16_64,NC12,No,0,3,5442.3013
100,Face,4_16,NV12,No,0,18,9155.3154
1000,Text Analytics,4_16,NC12,No,100,18,60444.3154
250,Text Analytics,8_32,NC12 Promo,Yes,0,3,15520.0218
100,Speech Services,16_64,NC12,Yes,5000,3,8333.7913
100,None,32_128,None,No,2000,3,8646.3549
500,None,32_128,None,Yes,1000,18,46030.4694
500,Speech Services,16_64,NV12,No,1000,6,32679.6626
50,None,64_256,NV12s v3,Yes,100,18,38402.267
1000,Face,64_256,None,Yes,100,36,58021.2781
50,Text Analytics,4_16,NV12,No,5000,6,5086.0218
750,Immersive Reader,8_32,None,No,100,36,43019.9458
750,Immersive Reader,8_32,NC12 Promo,No,0,3,44147.0318
50,Speaker,64_256,NC12 Promo,No,1000,12,4646.4921
100,None,64_256,NV12,No,100,3,13104.8395
500,None,32_128,NC12 Promo,No,5000,3,32141.3249
750,Text Analytics,16_64,NV12s v3,Yes,500,18,51084.0178
500,None,4_16,None,Yes,1000,24,31105.3872
250,Face,4_16,None,No,500,36,14363.0929
750,None,4_16,NC12,No,500,18,46140.3554
50,Speaker,8_32,NV12,No,0,12,4574.0608
100,None,32_128,NV12,No,500,12,7892.9287
750,Speech Services,64_256,NC12 Promo,Yes,0,18,78308.927
1000,None,64_256,NC12 Promo,Yes,1000,18,92636.447
500,None,64_256,NV12s v3,Yes,100,6,40969.469
750,Speaker,4_16,NV12s v3,Yes,5000,3,44030.6909
100,Face,32_128,NV12,Yes,500,3,10214.8349
500,Immersive Reader,32_128,NV12s v3,Yes,0,18,46768.6194
750,Face,32_128,NC12 Promo,Yes,100,18,60924.4394
750,Text Analytics,32_128,NV12,Yes,5000,3,47435.6849
1000,Immersive Reader,32_128,NV12,Yes,1000,18,76235.0094
250,Immersive Reader,64_256,NC12 Promo,Yes,0,18,49696.197
1000,Speaker,16_64,NV12s v3,No,100,12,58248.7016
50,Immersive Reader,16_64,NC12 Promo,Yes,2000,6,5950.4526
50,Text Analytics,32_128,None,Yes,100,3,5766.4849
50,Immersive Reader,4_16,NC12,Yes,0,18,6068.0554
250,Speech Services,64_256,NV12,Yes,5000,12,17076.4921
500,Speaker,16_64,None,No,100,3,29872.1513
